price,neighbourhoodId,year of transaction (not used in DataLoader),month of transaction (not used in DataLoader),state,size
8.341304310520656E7,0,0,0,1.5912803273522127,130.51069399699296
3.8206471193030514E7,0,0,0,2.166797100111747,54.8407979219284
2.519018883335371E7,0,0,0,1.5341559903501873,39.76881666907141
3.0334879398464456E7,0,0,0,2.528073489837656,41.395435567795445
5.392623357467467E7,0,0,0,1.5716499751398183,84.63464531962356
5.0570757070567116E7,0,0,0,1.4838177731496518,80.4777587387284
3.884860666583721E7,0,0,0,2.088568388311855,56.395762480566205
4.5568304565102614E7,0,0,0,2.0424251256099994,66.59671641060189
4.0856492266307615E7,0,0,0,1.417925106605284,65.70759789773903
5.679852100073652E7,0,0,0,1.488502305758346,90.32122155497412
6.908439909585486E7,0,0,0,1.2925810350356615,113.39102212770239
7.782134140957263E7,0,0,0,2.091177673672507,112.92894349087274
7.164211482804218E7,0,0,0,1.3857513094960807,115.8179681715631
2.8006244511223923E7,0,0,0,1.8883901880658196,41.87292266709533
3.138420735880204E7,0,0,0,1.6554327061637344,48.61673692119193
8.728578022900847E7,0,0,0,2.6384267866515723,117.34440995728397
6.73197851467399E7,0,0,0,1.5791670299132368,105.53068265976339
6.3477950078127936E7,0,0,0,1.5532938573738742,99.9134488395386
5.152306175006582E7,0,0,0,2.6261869819086314,69.38023763148459
7.168426582321504E7,0,0,0,1.9281131108261795,106.54438271536813
8.427421165231888E7,0,0,0,2.121096690973987,121.76424548760234
2.1524765834201925E7,0,0,0,1.7239734672928115,32.993337483841486
8.597346829351911E7,0,0,0,1.6764111888035038,132.74862541487647
4.75891663390981E7,0,0,0,2.6430776318014306,63.93748485944545
7.252775091879444E7,0,0,0,1.6243556884361263,112.89498034697046
8.855569560211545E7,0,0,0,2.5119596585366235,121.11075517043884
4.412735416826045E7,0,0,0,1.8827066828061172,66.0321577210554
4.094861407492845E7,0,0,0,1.718175447144138,62.82220294157562
6.071187116798383E7,0,0,0,2.0107088034003295,89.14178086379597
1.9923062368770555E7,0,0,0,2.3052354946727602,28.0399747252686
4.89673175498707E7,0,0,0,1.0151631133915338,84.20626660859364
7.710683334238453E7,0,0,0,1.0062012715820714,132.80082748728842
7.054639419275242E7,0,0,0,1.3219902126293506,115.23441191921354
6.31756099270086E7,0,0,0,2.1303301592458,91.1581533279848
4.7677012335062936E7,0,0,0,1.1094835914946548,80.67881329543422
5.6183575876496434E7,0,0,0,1.5340336372554306,88.70110121619288
7.470514099042954E7,0,0,0,2.2648079986973446,105.74263448377388
5.9980098094743095E7,0,0,0,1.3706500319446795,97.2022360435832
7.991372145543936E7,0,0,0,2.124736357323344,115.40326928248405
5.967297277820762E7,0,0,0,1.4812470505405424,95.00179231618085
4.259737872942008E7,0,0,0,2.5130684635802494,58.2482974712447
4.171266998974083E7,0,0,0,1.9763737553762444,61.5560349761505
2.946158511197926E7,0,0,0,2.040802111361212,43.06744243200578
6.6306804040895686E7,0,0,0,1.0335393161445892,113.66479327119394
4.2209659477879144E7,0,0,0,1.7297096747382406,64.6424750570112
8.14969439174272E7,0,0,0,1.1118251777249402,137.85411690538155
3.0392814584475305E7,0,0,0,1.8789960134731367,45.50506471805899
3.4466146419101045E7,0,0,0,2.420688528610364,47.73249293683925
9.579446266988227E7,0,0,0,2.267832266180961,135.53584615788276
5.254870653587918E7,0,0,0,2.026544138183989,76.97702596244885
7.609809874503815E7,0,0,0,2.1793820050574504,109.03271763874709
7.739257898711501E7,0,0,0,1.4054483304865717,124.71714349291281
9.627605304687133E7,0,0,0,2.363515458381352,134.39777383913903
2.4548156383575324E7,0,0,0,1.3204420289718362,40.10846972714343
4.4394547831043676E7,0,0,0,2.5642353479963367,60.28398840230242
2.1672300145789385E7,0,0,0,1.1995523586305725,36.12319528241636
3.5839066230316006E7,0,0,0,1.6194215257028262,55.829121186105915
5.908414214508405E7,0,0,0,1.0746726490246283,100.57435652162472
2.851717079229793E7,0,0,0,1.0170264782082454,49.023622118842
6.147944270964149E7,0,0,0,1.534621693879818,97.05306122548679
9.11260054029118E7,0,0,0,1.8803871093437003,136.40827082528796
3.8898128839692995E7,0,0,0,2.002289580341762,57.183876664272596
1.883688052408489E7,0,0,0,1.146381722651336,31.67788649075495
6.766121554748145E7,0,0,0,2.2911521216854744,95.41639269106422
8.887606621210885E7,0,0,0,1.9272669454434501,132.11318494252242
4.9944109170813814E7,0,0,0,1.0959317614793216,84.70944236010384
5.715866780166206E7,0,0,0,2.521974494684763,78.0645546404938
1.86580690412396E7,0,0,0,1.290956735860961,30.63241104864336
2.287173501322503E7,0,0,0,1.8916741935741672,34.179391213021304
3.951031352127506E7,0,0,0,2.0906968148412437,57.338632917613495
8.062149442606947E7,0,0,0,2.6162835840762426,108.70875353145159
6.885816051965635E7,0,0,0,1.3440421025132347,112.0730609764047
4.938428183547254E7,0,0,0,2.4324020401085464,68.28199201538216
4.202387980180952E7,0,0,0,1.9438442687425228,62.31442798373727
9.947660259131238E7,0,0,0,2.3366824314164463,139.38773869691278
6.657572645591473E7,0,0,0,1.5175491717735974,105.3822054181561
3.775429004680228E7,0,0,0,2.051780106605761,55.1014327071057
7.168490038819027E7,0,0,0,2.464777668339429,98.67459633430995
5.091541166141532E7,0,0,0,2.6961075484219714,67.92246687033418
3.545564629548971E7,0,0,0,2.314106659862481,49.83850817914935
2.6074037129820935E7,0,0,0,1.8472324466661874,39.22540296134514
5.847812293144214E7,0,0,0,1.3833999600660636,94.57276467494974
3.774950245719901E7,0,0,0,2.032738543545686,55.24798324510425
5.702083389697525E7,0,0,0,1.2163788633015746,94.77600262973506
9.231421611575848E7,0,0,0,2.364027864447942,128.85798026257703
9.849243411683899E7,0,0,0,2.4372125202737562,136.09167043378932
7.798916363256451E7,0,0,0,1.3752500286157716,126.29312703318406
6.77736238138459E7,0,0,0,2.093650674243345,98.31311015956697
7.961766256749597E7,0,0,0,2.57294555690717,107.98623420311037
6.290907219805539E7,0,0,0,1.06124475667789,107.33056681583072
7.685979882912281E7,0,0,0,2.6640428968960483,102.97341519980446
4.576220897979455E7,0,0,0,2.3053745162487327,64.40506249902026
5.785103380958721E7,0,0,0,2.4278146081374286,80.03945444928219
5.198388199337091E7,0,0,0,1.2585334528992824,85.80274813617523
6.0074466700517684E7,0,0,0,1.2874177159904838,98.68628949630569
8.328428135915855E7,0,0,0,2.1048875497518074,120.61641954205633
2.8404250387091063E7,0,0,0,2.5285416187823433,38.758394049770715
1.5289747279485872E7,0,0,0,1.2691858108926217,25.192419141369378
9.736988375228399E7,0,0,0,2.547979648502802,132.51245704269706
6.032243295459791E7,0,0,0,1.2836741098465274,99.15460931243022
5.142696059553592E7,0,0,0,1.3397380410372768,83.76083841330728
7.937960708698665E7,0,0,0,1.282886315938922,130.4966145413389
8.489729718961899E7,0,0,0,2.491914992634185,116.42661396269249
4.082357237739779E7,0,0,0,2.2523614396889666,57.88638703009847
6.877423808181731E7,0,0,0,1.3332004278149374,112.13433979740228
7.61068613413276E7,0,0,0,1.1252577214265058,128.44481188744794
3.935700736925435E7,0,0,0,1.0968223169833902,66.74273914596773
7.597727006398858E7,0,0,0,1.1104223425141284,128.54795420875115
6.1800088710718304E7,0,0,0,2.5735638122297644,83.81305198473623
3.736474365580192E7,0,0,0,1.9258928114389882,55.55358181185142
7.296839525164418E7,0,0,0,2.6712486131750106,97.66559651484445
2.4292866620477486E7,0,0,0,2.4794405365389416,33.371886889576395
5.057746639861037E7,0,0,0,2.1982474801377094,72.27161734728352
3.75455722062919E7,0,0,0,2.6365675597889524,50.487771279465704
3.1832696217943005E7,0,0,0,2.4342272424123164,44.00289782344204
3.1364375594392303E7,0,0,0,1.6490120568513182,48.634388210007046
4.788754360132584E7,0,0,0,1.0675131991665987,81.61471815372758
3.167070105731595E7,0,0,0,2.4654021385873555,43.591119188171774
6.983192569742592E7,0,0,0,2.5339087510194407,95.21788185286464
5.343788917097771E7,0,0,0,1.854091782399287,80.3083139194534
1.8907373174569875E7,0,0,0,1.8048200680730104,28.626628704037042
4.6737221545850195E7,0,0,0,1.223234650307095,77.59488756339137
7.27304388034575E7,0,0,0,2.2695938635665565,102.87781760459652
6.765752340538685E7,0,0,0,2.0041671382036066,99.43542248618157
4.831103499612754E7,0,0,0,1.4368966230377476,77.46005411998817
6.03280037415502E7,0,0,0,2.54521485064625,82.13238818499964
6.326469944295015E7,0,0,0,1.797246987584758,95.89560548817843
2.945854923221361E7,0,0,0,1.884944172779934,44.06700859547084
7.78696032915472E7,0,0,0,1.146816213813862,130.94334933483205
2.5891516439670708E7,0,0,0,1.501431682714738,41.088307774077634
3.0350872967850566E7,0,0,0,1.9114816698942256,45.222313731401286
4.503980499969681E7,0,0,0,2.578478845869765,61.04212797859907
2.2294580665138602E7,0,0,0,1.3372659281836685,36.32656776816042
1.6894349394954592E7,0,0,0,1.7800863753915972,25.67496599761453
5.063913416381975E7,0,0,0,1.1059756504607072,85.74219936018454
4.779949555572599E7,0,0,0,1.8383397691384646,72.0051959044716
2.318269365862014E7,0,0,0,1.6059144535713727,36.18951490320873
5.279134621369846E7,0,0,0,2.4817586342252405,72.49807205305056
4.514672033518691E7,0,0,0,2.6958036973963724,60.22932584382965
8.954654942326653E7,0,0,0,2.1183682809662336,129.43304806369787
4.651708722526507E7,0,0,0,1.1185242986828974,78.59575272102362
5.429935969170999E7,0,0,0,1.2742686350485228,89.39242393463263
6.700144100393143E7,0,0,0,1.879656974867261,100.30670924574372
4.056297664893192E7,0,0,0,1.580547665469228,63.57287614737833
4.6282659681480564E7,0,0,0,2.207972652647587,66.04286571237566
1.8393273648009345E7,0,0,0,1.4813508454129145,29.28235359029724
2.6568643264496684E7,0,0,0,2.056289156276507,38.75076248815256
2.2263108945168804E7,0,0,0,1.305200852712622,36.46580920474878
6.910996743525526E7,0,0,0,2.6313940245399396,92.99731276129405
1.8669504971413672E7,0,0,0,1.1074148753981679,31.603510782972258
4.597409534393712E7,0,0,0,1.1271476803058251,77.56529417462562
4.38161080818287E7,0,0,0,1.578105753596256,68.69768199927267
8.391283838519606E7,0,0,0,1.3094444141094654,137.34937696037207
1.0123337676468709E8,0,0,0,2.517777131362407,138.33897226908263
5.398371149504861E7,0,0,0,1.2959278065536637,88.5570059360141
1.776774692782191E7,0,0,0,1.9189107145614683,26.444386125439944
5.0188658695236504E7,0,0,0,2.4355411488322227,69.36407058280179
5.454317640356228E7,0,0,0,2.34364721716043,76.35200163935721
5.595141419134103E7,0,0,0,2.3856590182874595,77.86539000660206
2.741070491756827E7,0,0,0,2.668464534865711,36.70192820706905
7.558016532339056E7,0,0,0,1.1252757272956522,127.55552450533135
4.938010638972645E7,0,0,0,1.6769072342012674,76.24025573343881
5.539847505125993E7,0,0,0,1.08166153816409,94.1884783607458
8.156214532177454E7,0,0,0,1.5506667819925561,128.43083745638435
3.7672526786098056E7,0,0,0,1.3342001083023962,61.41391888260995
6.259610531312237E7,0,0,0,2.502290799390793,85.72118946337301
7.876698284864514E7,0,0,0,1.754930273896353,120.16448620715047
5.888508953535346E7,0,0,0,1.629317040702164,91.58840536649356
9.991915584294221E7,0,0,0,2.433047262251386,138.1425452096949
5.829548484615327E7,0,0,0,1.9049690408798767,86.94370472216721
2.3561107791747626E7,0,0,0,2.6482949615552034,31.632887678803833
8.393509240904006E7,0,0,0,2.3017240177213365,118.18974125098644
9.446427930041084E7,0,0,0,1.9817513673437566,139.29186456950595
8.897090627794851E7,0,0,0,1.5998013912535447,139.02135525571612
5.715459316633201E7,0,0,0,2.6117571749032633,77.11341834006856
4.540690882101315E7,0,0,0,1.2609591761880383,74.91703458324766
9.655334433085349E7,0,0,0,2.127038189310017,139.3861874182491
8.67323418123E7,0,0,0,2.3265222349377335,121.70360093327879
5.873962277905468E7,0,0,0,1.5068355382962688,93.13644286802288
2.6970039943359535E7,0,0,0,1.080660802719161,45.862260803902934
4.598680723500478E7,0,0,0,2.6071048809836386,62.084725373698085
8.875327442001382E7,0,0,0,2.090614964986965,128.80312551345946
3.604302082091093E7,0,0,0,1.2966050532256221,59.119822435998394
6.6764703951548494E7,0,0,0,1.2334973616606104,110.6567218804132
6.867282965567333E7,0,0,0,1.8531370929454898,103.21872027631757
5.574446369275454E7,0,0,0,2.65274105331563,74.79726357586854
7.40807725831744E7,0,0,0,2.66948508116597,99.17788412211482
6.73335276881374E7,0,0,0,1.1342078975497956,113.46674880726553
6.210061194817343E7,0,0,0,1.386022656061388,100.3885944182956
8.600372529514728E7,0,0,0,2.264228041797682,121.74539777917663
7.771936810367222E7,0,0,0,2.419618589879893,107.65024098726684
3.403615394774739E7,0,0,0,1.9528735314104617,50.40247501960593
9.112500751145495E7,0,0,0,2.0521388556885656,132.98768374462236
5.227215937358153E7,0,0,0,2.698732459132736,69.70799352885174
8.886024816693068E7,0,0,0,2.00579112093842,130.56564121332912
1.738932452536343E7,0,0,0,1.3893404764040893,28.095601771557995
8.593382765842989E7,0,0,0,1.926707303128572,127.75021089212893
7.999544132450925E7,0,0,0,1.52546092415123,126.46579005662466
3.775291058154793E7,0,0,0,1.1523703712683697,63.425002522992024
3.4624164548197456E7,0,0,0,2.188562019809593,49.54404704437438
7.294768777404873E7,0,0,0,1.0761895640240633,124.14114109023662
3.8910095782286234E7,0,0,0,1.0093633980410148,66.97824377006123
5.846442071330984E7,0,0,0,1.836868963530474,88.09036465021568
2.7830240931396358E7,0,0,0,1.979527704862984,41.05041256993995
8.120782174886496E7,0,0,0,1.0111906279501162,139.7438613668587
6.839928983986089E7,0,0,0,1.4924641681814261,108.70032472450112
5.60311336076668E7,0,0,0,1.5953392425885387,87.61244944527442
4.363892363762578E7,0,0,0,1.4678906403616034,69.6229818634937
8.769812831225961E7,0,0,0,1.954507473164914,129.83645167419957
6.91499296269155E7,0,0,0,2.4646606614139595,95.18673046107081
8.692822725803646E7,0,0,0,2.571900320612621,117.91834327300366
2.718396215320736E7,0,0,0,1.7183177605790565,41.70395361454804
2.233631825936534E7,0,0,0,1.1210391129479453,37.723645855540745
1.951084237408617E7,0,0,0,1.7702440109625304,29.695765243318355
1.812620934287496E7,0,0,0,2.4319846732083246,25.063948780236604
2.8210803694546208E7,0,0,0,2.3073381011872107,39.69250272452055
7.267209053765409E7,0,0,0,1.0798662926213203,123.59480117575247
9.437791341955237E7,0,0,0,2.0310963305956706,138.1592483139857
7.523216871696582E7,0,0,0,2.3541175909722414,105.15925655443667
7.001304436585765E7,0,0,0,1.620400613580971,109.04778156328777
8.373623128869972E7,0,0,0,2.028801550737371,122.62214777592696
7.105167421396533E7,0,0,0,1.3784492205728711,114.99920397076171
4.825148300737864E7,0,0,0,1.183699771857779,80.63820854500834
6.579221082045047E7,0,0,0,1.2571712496259027,108.61870683367894
5.149107308885543E7,0,0,0,1.575971003439782,80.7580101306553
3.852843560195069E7,0,0,0,2.6429955460245367,51.76468985330719
5.211932731489743E7,0,0,0,2.3512572385157124,72.88134879862764
2.051668308090788E7,0,0,0,1.2706903938246346,33.796292925394994
9.38230831177831E7,0,0,0,2.244725580207392,133.18202682214485
4.636582099300037E7,0,0,0,2.5543984597544958,63.04502162444453
5.089093857475449E7,0,0,0,1.4832838127891663,80.994174528882
5.345642624955255E7,0,0,0,2.4923670718194755,73.30462896763498
9.052649893276021E7,0,0,0,1.9267576431991769,134.57672140794824
5.25805570843988E7,0,0,0,1.2742368291820074,86.56323183151159
7.39589115459532E7,0,0,0,1.0110403736398614,127.27309877495749
4.6970509391144134E7,0,0,0,2.5146708439814844,64.21411214940929
4.399904853108764E7,0,0,0,2.66504186871302,58.940122915443354
6.745960435979418E7,0,0,0,2.3751655143870662,94.01818567743085
3.2578481780966308E7,0,0,0,1.8170980753198034,49.23379011484849
9.782306984706394E7,0,0,0,2.3506407869814576,136.80322192265874
2.0706848504932784E7,0,0,0,1.356505146088238,33.634095990465696
1.5994968441460073E7,0,0,0,1.2128643746746077,26.601246003200693
2.7001121468450006E7,0,0,0,1.6427387718861173,41.909384230001
8.515212163275543E7,0,0,0,2.597896128539909,115.10315926747344
3.839666617916893E7,0,0,0,2.360677673973591,53.621553611785345
6.1098449530565225E7,0,0,0,1.0220199077816439,104.94373172599728
2.5942947374871965E7,0,0,0,1.9688490999772315,38.326969609884245
3.493419719749593E7,0,0,0,2.5952115397006223,47.23894240205894
6.097834162342862E7,0,0,0,1.7112781724614878,93.6503402378472
5.831305082914138E7,0,0,0,1.7794864732866356,88.6285746857268
2.6766519872294296E7,0,0,0,2.396753373689324,37.192492895685795
3.93885659284945E7,0,0,0,1.932287136400102,58.50696075562279
5.852956795772247E7,0,0,0,1.760128258248233,89.22015798110594
7.374068059989958E7,0,0,0,2.4165812895067695,102.18229053571642
7.292761669387889E7,0,0,0,2.6716480088482406,97.60579808834
8.26122670008133E7,0,0,0,1.4807646620883104,131.53218030835325
4.188288098373E7,0,0,0,2.4224120876045383,57.99015685578434
8.218226485874344E7,0,0,0,1.0729984014218847,139.93238077307612
5.202059002555769E7,0,0,0,1.2434067725011708,86.07825351466133
5.602541381923454E7,0,0,0,1.5418507504677441,88.3423720041068
4.2271802620869555E7,0,0,0,1.6822114086087863,65.21200861287852
4.891496336538315E7,0,0,0,1.8517118339942618,73.53740598833245
9.135215228898567E7,0,0,0,2.1937781951859363,130.61917284117843
5.2124753722771645E7,0,0,0,1.2756963277137974,85.79223007741318
2.3975222591607913E7,0,0,0,1.1313112027315777,40.42145450160578
9.450218665530777E7,0,0,0,2.372450370037412,131.75718447643277
8.159766650584775E7,0,0,0,1.8212732440733008,123.23561269561833
9.816539611502919E7,0,0,0,2.693815638931892,130.99521104447786
5.528541056782244E7,0,0,0,2.2553020957711984,78.3600897840496
5.1152399122774035E7,0,0,0,1.2697060137389,84.27492041128443
2.080507163682322E7,0,0,0,2.27351815203102,29.412622106369312
8.188830744158705E7,0,0,0,2.467098766547675,112.6836308026251
2.0888397927034568E7,0,0,0,1.0447548721568318,35.738706556441656
7.593190474016954E7,0,0,0,1.1032418285967234,128.62746766079806
7.320462209909587E7,0,0,0,1.8335728769271453,110.35474164113845
1.5161924485257296E7,0,0,0,1.2357329476386882,25.120270589819544
8.695911969986275E7,0,0,0,2.103341522109572,125.96670673376909
2.2483053319000863E7,0,0,0,1.0019916440444436,38.750578591541036
5.367668489265904E7,0,0,0,2.2350233210621395,76.29922808067535
2.670108011525554E7,0,0,0,1.8099281731041472,40.395416434179204
4.485834974680555E7,0,0,0,2.4464814122693532,61.903629078319035
5.4813471283700794E7,1,0,0,1.2402876207003362,104.60011978574427
7.93913587816361E7,1,0,0,2.2675038663809115,126.67141572499678
7.09816947137678E7,1,0,0,2.3418783622326114,111.92534870501555
3.776801059913745E7,1,0,0,1.4335755204989988,69.50857765140435
2.506430099847343E7,1,0,0,2.383843584454879,39.26208508539716
5.122253394399444E7,1,0,0,2.42009847895857,79.78465456857518
4.406411005670845E7,1,0,0,2.009510334972042,73.32396085631068
2.22986606377162E7,1,0,0,2.0528951411212146,36.83966121637734
1.549643402389422E7,1,0,0,1.2682748552393197,29.4146270832528
4.202508666800286E7,1,0,0,1.7837972056489626,72.66002796045042
6.794173017613024E7,1,0,0,2.2704889627109592,108.35156648893386
4.079579906772599E7,1,0,0,1.5302678829939358,73.7682150862469
3.247364697897924E7,1,0,0,2.3296060575337707,51.30437294802526
2.9864745214418367E7,1,0,0,1.1077447656928818,58.46953319792031
6.701529920261664E7,1,0,0,2.0745847322504685,110.32079089592236
8.21313835054571E7,1,0,0,2.205123466599021,132.36059515584896
4.114402974269597E7,1,0,0,1.8275942995854286,70.6020831711345
8.064614739899349E7,1,0,0,2.330769827008333,127.38758413698893
7.260077035374983E7,1,0,0,2.092756387901095,119.15915512052862
5.667957857816526E7,1,0,0,2.5576994976699314,86.43210717158438
7.208919453393726E7,1,0,0,1.340484959559205,134.9862326733102
8.99134312374728E7,1,0,0,2.5483698465866613,137.3065867443944
6.3581553160302006E7,1,0,0,1.7174096554837786,111.20692235043643
4.471739893967755E7,1,0,0,1.581654092313319,80.11495911446639
5.963289693279505E7,1,0,0,1.2228425011613782,114.1770921093921
4.999415328893198E7,1,0,0,1.4190154105704846,92.25689447461612
1.892013324977739E7,1,0,0,1.9000313519388983,32.06785205227725
1.5708844940115687E7,1,0,0,1.522111121937341,28.447172817131758
3.034885725629973E7,1,0,0,1.153135808359413,58.89395968774554
4.348647794729587E7,1,0,0,1.4502006339326252,79.78876534663998
6.921525637368926E7,1,0,0,2.099255797824818,113.48147818029463
5.41627553376056E7,1,0,0,1.4398587824224927,99.566473145624
5.874829780469163E7,1,0,0,2.6057402368559943,88.93522254616073
7.191159331716083E7,1,0,0,2.5852835291177625,109.2004512777522
5.1521923330893E7,1,0,0,2.076786581878509,84.78481617987988
1.4855858271982001E7,1,0,0,1.881893403641147,25.256932168790378
6.372676650482303E7,1,0,0,1.433577823204268,117.28324978189478
7.627631576556718E7,1,0,0,2.1362652307263437,124.30413761065283
7.57831910634171E7,1,0,0,2.6043627322044385,114.74716658714141
8.661890505207157E7,1,0,0,2.643240108939592,130.38653372698562
5.378106958343959E7,1,0,0,2.3810091023262356,84.28301655898497
2.3904795503573265E7,1,0,0,1.784766130060237,41.32370257693433
1.6295817051926823E7,1,0,0,1.5374497946341446,29.428378868044394
6.090218561269611E7,1,0,0,2.1277804195001533,99.38702343003331
3.597267474267612E7,1,0,0,2.6322315447146583,54.23917198931839
2.8172149917143986E7,1,0,0,1.9818961548928826,47.09568536073736
3.178538812308032E7,1,0,0,2.2453930295103275,50.89413584203597
2.4803501350375853E7,1,0,0,2.159020066040955,40.271830720499096
8.426276917001127E7,1,0,0,2.2815673076281335,134.1429058121932
2.11183062124856E7,1,0,0,2.1238906805237576,34.48511300119978
7.253201602957073E7,1,0,0,1.728515215149903,126.61573427918829
3.971073144645508E7,1,0,0,2.2991949321937732,63.04096297052568
8.068670947371763E7,1,0,0,2.2065779502059835,130.00192718282028
5.455629289255829E7,1,0,0,1.460397054659641,99.91268463893586
6.833705315239388E7,1,0,0,2.494845423690897,105.21736653365838
1.7609117239371736E7,1,0,0,1.7667733513855022,30.535476541905428
4.338876251636844E7,1,0,0,2.5662163519827343,66.07878904761762
3.929309880698085E7,1,0,0,1.501608768033867,71.42110692291772
3.317308163479746E7,1,0,0,1.6015697511401794,59.22104536508753
4.14711208431208E7,1,0,0,1.340783075642945,77.64988814515432
5.076036403720489E7,1,0,0,2.0456269398044755,83.96211764738258
7.13570581426102E7,1,0,0,2.4804417976485547,110.11140963954387
5.199921478644879E7,1,0,0,1.0147541811151057,103.69245013498545
6.897590603671443E7,1,0,0,1.9691830868226559,115.55334295070132
2.0331515271752585E7,1,0,0,1.9456825706849852,34.19542673198958
4.056883116700369E7,1,0,0,1.3414992816054152,75.95026981789749
1.8711266679691777E7,1,0,0,2.378362939712993,29.33553147813462
6.3961876500247E7,1,0,0,1.1378684081318204,124.49107571344781
7.87124849984436E7,1,0,0,1.7274847044949762,137.42941109326648
4.337926450691536E7,1,0,0,2.371620112146543,68.08200072100857
6.1868332003401175E7,1,0,0,1.614642329287201,110.19104757694438
1.6516587911715802E7,1,0,0,1.4471153127036456,30.321715189682454
8.715015929198718E7,1,0,0,2.656142691554511,130.93192759008247
4.7698724091215976E7,1,0,0,1.2831951857486645,90.2838574275706
7.767009210789566E7,1,0,0,1.7565627583903245,134.92442516098635
6.0864671700933665E7,1,0,0,1.5702766647896773,109.26687373657012
3.539903336860475E7,1,0,0,1.6276718710566138,62.901736596733144
3.2362677553437907E7,1,0,0,1.88947127402406,54.950055866943174
3.581015588605571E7,1,0,0,2.0658678340340404,59.03550302420708
4.270893212887622E7,1,0,0,1.813580530115825,73.46407589545392
7.13704921600528E7,1,0,0,2.253058844145141,114.13692712467974
2.8867853620147437E7,1,0,0,1.069501295118879,56.944168547589825
7.024831449785681E7,1,0,0,2.555924099804736,107.15242188351313
5.0366957093930244E7,1,0,0,1.8485472157528267,86.11874921393961
2.0195826760826748E7,1,0,0,1.0183017042323568,40.24434549998041
6.143716637042606E7,1,0,0,1.0337958117742225,122.04938115829489
4.290664363306707E7,1,0,0,1.3210691885439902,80.6353800575325
8.173903564475372E7,1,0,0,1.8669564873585904,139.3210190341025
2.0212728162952818E7,1,0,0,1.3840060806957784,37.54217186979981
6.453579743938498E7,1,0,0,2.067194661085711,106.36843062463475
5.2170061824257806E7,1,0,0,1.6942278570551186,91.61920304896014
1.7309628241688438E7,1,0,0,1.6522148313143918,30.62450518651496
4.551081944180046E7,1,0,0,2.2394339245693837,72.94062248594355
2.5061497070136823E7,1,0,0,2.090431416527406,41.14896853140526
7.219183167928867E7,1,0,0,2.5696246867620927,109.88729968814879
4.464359605261098E7,1,0,0,1.221183859282724,85.50473849573271
5.294557935604236E7,1,0,0,2.1318995022067364,86.3444995094724
5.7681750732984E7,1,0,0,2.3485320915664865,90.85840616543399
5.994215383056596E7,1,0,0,1.89249465181514,101.72627617421972
6.043091031519595E7,1,0,0,2.247453082347464,96.72887418065922
5.107858752471058E7,1,0,0,1.8267536571402676,87.66217096224318
6.710323930477139E7,1,0,0,1.4131039544270854,123.9644386468715
3.207060688294953E7,1,0,0,2.0720541058201913,52.8167343769371
3.801851038608351E7,1,0,0,1.6030541370390696,67.85319123504733
6.286476621542481E7,1,0,0,1.634859741590797,111.5640301592977
5.497236166465101E7,1,0,0,1.2980187712182651,103.76022441311635
