ar_indexalt,lat,state,nh,wage,par_coeffsize,par_expsize,par_coeffstate,par_expstate,par_sigmoidscale,par_sigmoidslope,dist_measure,atlagber1,atlagber2
84979104,103,1.9503328,10.071201,184502712.9792,0.005389999999999995,0.7000000000000004,1.0000000000000009,0.33000000000000024,0.7100000000000005,0.009999999999999898,0.2356310087712857,123753.8,260115.16
96989344,106,2.2591758,10.071201,392856986.69952,0.003,0.5,0.3,0.5,0.04,0.05,0.28895364010297875,512615.38,423390.06
17095016,28,1.1984152,10.071201,375355933.12847996,0.0023499999999999997,0.77,0.32000000000000006,0.23000000000000012,0.5399999999999999,0.020000000000000157,0,426665.72,324633.22
29786768,53,1.3785056,10.071201,62787136.10759999,0.003,0.5,0.3,0.5,0.04,0.05,0.28068715935666466,0,131430.83
38278568,71,1.1984152,10.071201,149643224.778,0.004640000000000001,0.6000000000000005,0.9100000000000007,0.8700000000000007,0.7900000000000005,0.01999999999999902,0.13285415513005855,140826.5,216975.67
38371096,58,1.6372205,10.071201,353029305.91344,0.003610000000000001,0.4600000000000004,1.4600000000000004,0.13,0.7499999999999996,0.010000000000000064,0.2005883947376997,403642.56,352341.38
77856192,80,1.9503328,10.071201,643842604.23336,0.004189999999999999,0.3400000000000007,1.4299999999999995,0.8599999999999995,0.5200000000000005,0.049999999999999656,0.2829987883301562,701754.69,625377.06
22432798,42,1.6372205,11.199408,463000750.98288,0.0024299999999999994,0.6399999999999996,0.86,0.7800000000000005,0.7400000000000009,0.01000000000000012,0,426099.22,344949.44
23208864,38,1.4918247,11.199408,463000750.98288,0.006149999999999998,0.2800000000000002,0.5200000000000002,0.1499999999999997,0.7600000000000005,0.11000000000000036,0.17504207365246446,426099.22,344949.44
22432798,42,1.6372205,11.199408,66728479.662,0.00262,0.4,0.44999999999999996,0.5800000000000001,0.23,0.08000000000000002,0.22020877353517262,180249.81,-1
23208864,38,1.4918247,11.199408,66728479.662,0.003359999999999999,0.6799999999999997,0.9700000000000027,0.23999999999999921,0.5000000000000002,0.010000000000000175,0.17504207365246446,180249.81,-1
22432798,42,1.6372205,11.199408,184829197.542,0.0018099999999999998,0.61,0.5499999999999999,0.52,0.4400000000000001,0.02000000000000006,0.22020877353517262,157411.22,175174.75
23208864,38,1.4918247,11.199408,184829197.542,0.0019200000000000007,0.3100000000000002,0.5999999999999996,0.36000000000000004,0.4900000000000001,0.029999999999999805,0.17504207365246446,157411.22,175174.75
24018956,30,1.6372205,9.2390404,132835085.082,0.005040000000000001,0.3500000000000002,1.4700000000000006,0.8500000000000005,0.7200000000000002,0.1999999999999999,0.2028400073425637,190362.69,-1
25436886,39,1.3785056,9.2390404,132835085.082,0.00319,0.21000000000000002,0.51,0.3,0.09,0.020000000000000004,0.2121830314758662,190362.69,-1
26022060,40,1.6372205,9.2390404,264215134.008,0.005350000000000003,0.49999999999999967,0.3800000000000004,0.6300000000000007,0.5700000000000007,0.05000000000000031,0.225,288741.88,384432.72
32820616,38,1.6372205,10.696516,194315238.81,0.0029100000000000003,0.46999999999999986,0.18999999999999995,0.7500000000000004,0.76,0.01000000000000028,0.18102685562864915,298487.31,-1
32820616,38,1.6372205,10.696516,271566436.056,0.00282,0.49,0.12999999999999998,0.38,0.14,0.010000000000000002,0.19913465365793256,438151.72,-1
32820616,38,1.6372205,10.696516,147070263.29376,0.00279,0.44,0.20000000000000004,0.6299999999999999,0.17999999999999997,0.04999999999999999,0.19913465365793256,245992.84,-1
33535900,40,1.4918247,9.2390404,410383475.28216,0.003979999999999998,0.3700000000000004,0.8499999999999999,0.6200000000000004,0.5800000000000011,0.040000000000000174,0.18064754486982607,603981.19,-1
33989088,60,1.28531,9.2390404,93215033.82600002,0.0026399999999999996,0.32,0.37,0.16999999999999998,0.36,0.15000000000000002,0.13333333333333333,133584.17,0
35995596,41,1.9503328,10.696516,93215033.82600002,0.0027499999999999994,0.20999999999999996,0.3399999999999998,0.45999999999999985,0.6200000000000001,0.24,0.2933333844506978,133584.17,0
35164944,70,1.1984152,8.320755,93215033.82600002,0.00354,0.7000000000000001,0.29,0.8999999999999999,0.58,0.28,0.18571428571428572,133584.17,0
33989088,63,1.4918247,9.2390404,93215033.82600002,0.002,0.51,1.41,0.5400000000000003,0.72,0.1199999999999998,0.1880740665945494,133584.17,0
35164944,70,1.1984152,8.320755,59218133.67,0.0036600000000000027,0.8499999999999999,0.619999999999999,0.8300000000000001,0.5400000000000004,0.09000000000000036,0.20812598135625915,100608.45,0
35995596,41,1.9503328,10.696516,59218133.67,0.003500000000000001,0.31000000000000033,0.8500000000000004,0.26999999999999996,0.41999999999999976,0.010000000000000099,0.2933333844506978,100608.45,0
33989088,63,1.4918247,9.2390404,59218133.67,0.0064499999999999965,0.46000000000000035,0.8800000000000001,0.34999999999999964,0.6500000000000004,0.030000000000000027,0.18907533318727196,100608.45,0
33989088,60,1.28531,9.2390404,59218133.67,0.00319,0.3,0.13999999999999999,0.28,0.15,0.28,0.13333333333333333,100608.45,0
40013640,43,1.6372205,9.2390404,136091775.996,0.00302,0.26,0.5800000000000001,0.7699999999999999,0.04000000000000001,0.08,0.1993671158135076,0,200335.3
36255028,59,1.1984152,9.2390404,304899676.716,0.0033999999999999994,0.41000000000000003,0.31999999999999995,0.81,0.5,0.09000000000000008,0.1016949152542373,436944.22,-1
38395300,35,1.800384,10.696516,304899676.716,0.005470000000000003,0.19999999999999962,1.2500000000000016,0.6500000000000008,0.5,0.05000000000000082,0.2459723020977163,436944.22,-1
38395300,54,1.3785056,9.2390404,304899676.716,0.0027800000000000004,0.2900000000000001,0.27,0.5900000000000001,0.37,0.1700000000000001,0.10707307515038832,436944.22,-1
37509276,54,1.28531,9.2390404,304899676.716,0.0022999999999999995,0.22999999999999976,1.0000000000000002,0.69,0.5499999999999998,0.13000000000000025,0.09259259259259259,436944.22,-1
38395300,35,1.800384,10.696516,226123920.54,0.0035800000000000016,0.4200000000000012,1.1299999999999994,0.8500000000000009,0.6500000000000009,0.019999999999999712,0.2459723020977163,332797.5,-1
37509276,54,1.28531,9.2390404,226123920.54,0.0032000000000000062,0.45999999999999974,1.4900000000000015,0.7300000000000004,0.32000000000000006,0.009999999999999343,0.09259259259259259,332797.5,-1
36255028,59,1.1984152,9.2390404,226123920.54,0.00273,0.48,0.39,0.59,0.32,0.04,0.1016949152542373,332797.5,-1
38395300,54,1.3785056,9.2390404,226123920.54,0.0031900000000000006,0.30000000000000016,0.31999999999999995,0.5600000000000002,0.18000000000000005,0.21000000000000002,0.10707307515038832,332797.5,-1
42039648,58,1.6372205,9.2390404,72767995.45199999,0.0030199999999999997,0.6499999999999998,0.51,0.7600000000000001,0.35999999999999993,0.029999999999999916,0.18658177156954311,106666.66,-1
39384740,52,1.6372205,9.2390404,137787901.45560002,0.00337,0.1700000000000001,0.7199999999999998,0.20000000000000004,0.6300000000000002,0.5299999999999998,0.19642861676882975,213160.23,158886.3
41754888,58,1.3785056,9.2390404,73756820.40959999,0.0033800000000000006,0.28,0.24000000000000005,0.67,0.73,0.29999999999999993,0.13793103448275862,0,166074.08
41754888,58,1.3785056,9.2390404,477902677.76616,0.0019099999999999985,0.13999999999999968,0.5400000000000005,0.6400000000000008,0.4800000000000001,0.14999999999999963,0.13793103448275862,439038.69,409382.84
42784016,43,1.6372205,10.696516,285640060.5696,0.0027400000000000002,0.2400000000000001,0.4,0.41999999999999993,0.3800000000000001,0.02999999999999997,0.19344233603502767,479809.28,-1
46218288,55,1.800384,9.2390404,285640060.5696,0.00248,0.17999999999999988,0.47000000000000003,0.82,0.14999999999999997,0.09000000000000002,0.19595888103860531,479809.28,-1
43370100,80,1.800384,8.320755,342001455.03744,0.0033900000000000007,0.3600000000000001,0.15999999999999995,0.76,0.7600000000000001,0.34999999999999987,0.189189234057565,492069.41,263178.81
43370100,60,1.4918247,10.696516,342001455.03744,0.004100000000000006,0.2000000000000002,0.23999999999999863,0.500000000000001,0.7100000000000007,0.010000000000000508,0.18234110596931988,492069.41,263178.81
44542264,62,1.800384,9.2390404,114951987.3192,0.005309999999999998,0.44999999999999934,0.3999999999999982,0.34999999999999976,0.7599999999999989,0.009999999999999232,0.27419354838709675,204642.86,-1
45594420,95,1.3785056,9.2390404,114951987.3192,0.0065899999999999995,0.22999999999999982,1.4300000000000004,0.1600000000000001,0.36000000000000076,0.03,0.08947366804973064,204642.86,-1
43052844,51,1.4918247,11.199408,114951987.3192,0.00304,0.31000000000000005,0.5300000000000001,0.2800000000000001,0.25,0.16000000000000006,0.19847859528164968,204642.86,-1
45479996,74,1.6372205,9.2390404,172208796.222,0.00273,0.54,0.4,0.26,0.17,0.07,0.22071900059617672,371299.69,-1
45479996,74,1.6372205,9.2390404,145101896.016,0.00285,0.33999999999999997,0.5800000000000001,0.54,0.3,0.12000000000000001,0.1925817231822096,335418.16,-1
46794272,55,1.4918247,9.2390404,225641010.6192,0.0037799999999999995,0.3799999999999999,1.3000000000000003,0.5499999999999999,0.3200000000000001,0.06999999999999988,0.1897435651953299,508063.16,0
46794272,55,1.4918247,9.2390404,82439397.2808,0.003,0.5,0.3,0.5,0.04,0.05,0.22687453272549798,102809.7,0
44865596,86,1.3785056,9.2390404,300486855.996,0.005369999999999998,0.4099999999999999,1.4700000000000002,0.42000000000000104,0.41999999999999993,0.030000000000000554,0.1548913997605206,123937.2,423534.22
50143676,63,1.28531,11.199408,300486855.996,0.00174,0.25999999999999973,0.3500000000000009,0.8700000000000003,0.42000000000000026,0.00999999999999901,0.08883208103862648,123937.2,423534.22
44865596,86,1.3785056,9.2390404,276569696.718,0.004740000000000002,0.5499999999999995,1.49,0.21000000000000055,0.6000000000000001,0.0400000000000007,0.10465116279069768,107979.74,351270.31
50143676,63,1.28531,11.199408,276569696.718,0.00137,0.18999999999999995,1.0499999999999998,0.4100000000000007,0.6700000000000002,0.009999999999999953,0.08883208103862648,107979.74,351270.31
49193980,113,1.1984152,9.2390404,355333961.68032,0.0033299999999999983,0.8300000000000003,0.3599999999999998,0.16999999999999987,0.5299999999999999,0.019999999999999924,0,465769.13,128022.95
46451752,64,1.3785056,10.696516,355333961.68032,0.0027199999999999998,0.30999999999999983,0.5799999999999998,0.67,0.5800000000000001,0.28,0.1362570392079066,465769.13,128022.95
48058760,59,1.3785056,10.696516,355333961.68032,0.00161,0.3299999999999999,0.51,0.7399999999999999,0.12,0.0900000000000001,0.1835472316406577,465769.13,128022.95
49193980,50,1.800384,10.696516,355333961.68032,0.00336,0.13999999999999996,0.5,0.54,0.14,0.36,0.19939919477952384,465769.13,128022.95
49230924,85,1.1984152,9.2390404,194496261.13799998,6.199999999999957e-4,0.8500000000000002,0.6700000000000015,0.2500000000000004,0.5600000000000007,0.020000000000000684,0.1218472698279586,271490.56,169510.53
53182684,82,1.6372205,9.2390404,194496261.13799998,0.003,0.5,0.3,0.5,0.04,0.05,0.19999998495750984,271490.56,169510.53
49230924,46,1.9503328,9.2390404,194496261.13799998,0.00413,0.2799999999999999,1.2400000000000002,0.6100000000000001,0.12000000000000016,0.34,0.29579083260757,271490.56,169510.53
53182684,80,1.9503328,9.2390404,194496261.13799998,0.004840000000000001,0.5899999999999999,1.0999999999999992,0.5300000000000002,0.4199999999999999,0.010000000000000467,0.28702398144925584,271490.56,169510.53
50393832,70,1.800384,8.320755,194496261.13799998,0.00355,0.24999999999999983,1.0099999999999998,0.46,0.54,0.2899999999999999,0.2150430631948864,271490.56,169510.53
53919584,114,1.3785056,9.2390404,160205946.6492,0.003,0.5,0.3,0.5,0.04,0.05,0.10027232831222423,303351.41,-1
53919584,50,1.800384,10.696516,160205946.6492,0.0037099999999999998,0.21999999999999995,0.28,0.7,0.4899999999999999,0.47,0.2542353323268998,303351.41,-1
58247704,52,1.800384,10.696516,160205946.6492,0.005590000000000003,0.10999999999999985,1.1400000000000003,0.5099999999999996,0.3699999999999998,0.24,0.22940715627350966,303351.41,-1
58247704,52,1.800384,10.696516,168111825.92688,0.0030899999999999994,0.2699999999999999,1.2399999999999998,0.55,0.5099999999999997,0.35999999999999993,0.22940715627350966,240206.42,-1
53919584,50,1.800384,10.696516,168111825.92688,0.0048899999999999985,0.17000000000000048,1.4900000000000002,0.7500000000000003,0.24999999999999917,0.029999999999999694,0.3423918054701127,240206.42,-1
53919584,114,1.3785056,9.2390404,168111825.92688,0.003,0.5,0.3,0.5,0.04,0.05,0.10027232831222423,240206.42,-1
58247704,52,1.800384,10.696516,236632164.71639997,0.002089999999999999,0.10999999999999988,1.100000000000001,0.8400000000000006,0.73,0.28999999999999987,0.22940715627350966,86749.094,368219.94
53919584,50,1.800384,10.696516,236632164.71639997,0.003679999999999999,0.33000000000000007,0.8399999999999996,0.8900000000000005,0.3400000000000008,0.030000000000000276,0.2542353323268998,86749.094,368219.94
53919584,114,1.3785056,9.2390404,236632164.71639997,0.00254,0.3999999999999996,1.1200000000000003,0.2700000000000001,0.30000000000000016,0.19000000000000028,0.10027232831222423,86749.094,368219.94
55560612,75,1.1984152,10.696516,252917895.10320002,0.00347,0.10999999999999999,0.30999999999999994,0.14000000000000004,0.04000000000000001,0.030000000000000027,0.16,0,529427.06
60020460,71,1.9503328,10.696516,252917895.10320002,0.0027800000000000004,0.62,0.19999999999999998,0.6299999999999999,0.51,0.13000000000000003,0.2774114027116753,0,529427.06
56873040,77,1.6372205,10.696516,252917895.10320002,0.00564,0.21999999999999922,0.1000000000000009,0.7200000000000003,0.6999999999999997,0.009999999999999065,0.19480519480519481,0,529427.06
54382540,65,1.6372205,9.2390404,388852840.56359994,0.003860000000000001,0.25000000000000006,0.55,0.34,0.47,0.4999999999999999,0.28683181210031294,322619.56,241018.83
56263912,110,1.4918247,9.2390404,388852840.56359994,0.0012100000000000014,0.8200000000000003,0.7600000000000002,0.35000000000000003,0.5499999999999999,0.030000000000000138,0.12105682690933038,322619.56,241018.83
60780212,60,1.9503328,9.2390404,388852840.56359994,0.004060000000000001,0.10999999999999988,1.3900000000000001,0.8600000000000003,0.10000000000000014,0.5800000000000001,0.2901602097118225,322619.56,241018.83
56732780,44,2.2591758,9.2390404,182605490.06976,0.005810000000000001,0.20000000000000007,1.2700000000000005,0.7199999999999993,0.28000000000000047,0.3900000000000001,0.2901602097118225,327799.84,-1
58072892,75,1.800384,9.2390404,182605490.06976,0.0021300000000000012,0.46000000000000035,0.8500000000000001,0.7799999999999998,0.52,0.13000000000000012,0.19421488428714725,327799.84,-1
56648480,74,1.800384,9.2390404,183095239.37399998,0.0036099999999999995,0.30999999999999983,1.2100000000000004,0.5499999999999997,0.5400000000000001,0.010000000000000009,0.23667552683130424,303037.47,0
59992656,70,1.800384,9.2390404,183095239.37399998,0.0031900000000000006,0.4100000000000001,0.39999999999999997,0.48,0.08,0.11,0.23155441009157426,303037.47,0
61432480,81,1.6372205,9.2390404,83701385.604,0.0032100000000000015,0.33999999999999975,1.1300000000000001,0.6499999999999998,0.5700000000000003,0.3899999999999998,0.19861734378947424,216955.38,-1
61890304,130,1.1984152,9.2390404,253590484.58400005,0.0032800000000000004,0.42,0.19,0.79,0.32999999999999996,0.24,0.15384615384615385,363414.28,-1
59820796,54,1.800384,10.696516,253590484.58400005,0.00298,0.4199999999999999,1.1500000000000001,0.7999999999999998,0.56,0.020000000000000018,0.1809455026308911,363414.28,-1
64792068,58.5,1.800384,11.199408,125372183.1216,0.00356,0.24999999999999992,1.13,0.6500000000000004,0.4499999999999999,0.030000000000000027,0.28582459488579626,365175.88,-1
64792068,58.5,1.800384,11.199408,144476505.3276,0.0015899999999999992,0.2899999999999998,1.1700000000000006,0.8200000000000001,0.5399999999999998,0.04000000000000026,0.22041806764571653,230790.91,143943.78
64792068,58.5,1.800384,11.199408,221708659.4724,0.0030600000000000002,0.31000000000000005,0.52,0.72,0.21000000000000002,0.11000000000000001,0.2877227349874208,333370.06,215185.97
63899484,65,1.800384,11.199408,125344268.262,0.00265,0.44,0.27,0.62,0.56,0.32999999999999996,0.2,245484.27,0
68391632,118,1.6372205,9.2390404,165995075.73792002,0.0020099999999999996,0.7000000000000001,0.6099999999999999,0.1900000000000001,0.56,0.08000000000000007,0.1773275420595315,349122.28,-1
68391632,118,1.6372205,9.2390404,122939121.9312,0.004230000000000001,0.5100000000000002,0.8400000000000002,0.10000000000000042,0.5400000000000004,0.2999999999999998,0.1773275420595315,124702.12,153846.16
68391632,118,1.6372205,9.2390404,307807963.97639996,0.0028900000000000015,0.4900000000000001,0.19000000000000047,0.36000000000000004,0.63,0.23999999999999982,0.1773275420595315,264333.06,410980.97
70329888,63.21,1.800384,10.696516,250093616.85,0.00532,0.1100000000000001,0.9099999999999997,0.33000000000000024,0.78,0.29999999999999966,0.19816314793505715,505239.63,-1
75590744,101,1.3785056,9.2390404,226978175.76239997,0.003,0.5,0.3,0.5,0.04,0.05,0.23878670374244235,392191.5,118157.32
75590744,101,1.3785056,9.2390404,285783836.82768,0.003,0.5,0.3,0.5,0.04,0.05,0.23878670374244235,211313.72,180169.38
75590744,101,1.3785056,9.2390404,102126608.33832,0.005749999999999998,0.47000000000000014,1.0800000000000003,0.7299999999999999,0.4300000000000007,0.47000000000000003,0.1548913997605206,170819.13,-1
75590744,101,1.3785056,9.2390404,178485647.436,0.003,0.5,0.3,0.5,0.04,0.05,0.23878670374244235,384833.22,-1
75590744,101,1.3785056,9.2390404,169520049.132,0.0034999999999999996,0.43999999999999995,0.6699999999999997,0.2599999999999998,0.6099999999999998,0.6299999999999999,0.23878670374244235,353608.78,-1
77362880,67,2.1276114,10.696516,781975227.3012,0.0023699999999999993,0.36999999999999994,1.2599999999999993,0.6700000000000002,0.6800000000000004,0.14999999999999974,0.2542353323268998,437004.5,720028.81
79190304,140,1.800384,8.320755,781975227.3012,0.004930000000000001,0.6300000000000002,0.4000000000000001,0.34999999999999976,0.7500000000000002,0.06999999999999984,0,437004.5,720028.81
79190304,92.63,2.6353078,8.320755,781975227.3012,0.002799999999999999,0.48000000000000026,1.0400000000000003,0.8400000000000002,0.6700000000000012,0.07000000000000078,0.23567713542304372,437004.5,720028.81
77362880,110,1.800384,8.320755,781975227.3012,0.0037199999999999998,0.33999999999999997,0.36999999999999994,0.5799999999999998,0.44000000000000006,0.040000000000000174,0.19696970950409293,437004.5,720028.81
74775992,99,1.6372205,10.696516,781975227.3012,0.0038700000000000006,0.30999999999999994,0.25,0.4999999999999999,0.67,0.0800000000000001,0.2828282828282828,437004.5,720028.81
82789864,70,2.1276114,10.696516,258502326.53400004,0.006330000000000005,0.2599999999999997,1.1,0.7899999999999995,0.5900000000000003,0.08999999999999973,0.281144416422764,644001.81,-1
84972720,103,1.9503328,9.2390404,264002622,0.00328,0.4299999999999999,0.3799999999999999,0.45,0.28,0.2,0.2939774553527297,408850,-1
95988248,230,1.28531,8.320755,442058890.04520005,0.003,0.5,0.3,0.5,0.04,0.05,0,0,811236.31
107839168,102,1.9503328,11.199408,355371819.3,0.001340000000000002,0.6699999999999995,1.0399999999999996,0.8699999999999994,0.54,0.019999999999999574,0.2826087085538345,0,614277.5
17265196,32,1.3785056,9.2390404,92584944.81432,0.0028000000000000004,0.20000000000000004,0.44000000000000006,0.35,0.18000000000000002,0.09,0.08464450678694872,166201.63,-1
17265196,32,1.3785056,9.2390404,246340472.13,0.0016100000000000044,0.7899999999999999,0.4999999999999993,0.2899999999999999,0.6300000000000003,0.039999999999999564,0,576477.75,-1
17265196,32,1.3785056,9.2390404,72469879.44000001,0.0037199999999999998,0.6499999999999998,0.6900000000000002,0.39000000000000024,0.3500000000000002,0.010000000000000009,0,103854.8,-1
17265196,32,1.3785056,9.2390404,86927892.156,0.0029200000000000007,0.4099999999999999,0.44999999999999996,0.12000000000000045,0.33000000000000007,0.01000000000000012,0,136808.14,-1
17265196,32,1.3785056,9.2390404,290121203.2428,0.0030599999999999976,0.43999999999999984,0.19999999999999987,0.4700000000000001,0.4899999999999999,0.11000000000000001,0,558328,247295.69
21904834,27,1.6372205,9.2390404,244433606.38199997,0.0027800000000000004,0.13000000000000017,0.6199999999999998,0.6600000000000001,0.6099999999999999,0.3999999999999998,0.18518518518518517,304831.75,-1
21904834,25,2.1276114,9.2390404,244433606.38199997,0.0026799999999999997,0.15000000000000008,0.8799999999999999,0.63,0.52,0.18,0.2785249137245231,304831.75,-1
21904834,25,2.1276114,9.2390404,283270380.53832,0.0018400000000000003,0.13000000000000017,1.2899999999999998,0.63,0.7200000000000002,0.5500000000000002,0.27674503262613176,527835.63,-1
21904834,27,1.6372205,9.2390404,283270380.53832,0.0045000000000000005,0.3900000000000001,0.41999999999999976,0.64,0.17999999999999983,0.01000000000000012,0.18518518518518517,527835.63,-1
21904834,27,1.6372205,9.2390404,68213238.113112,0.00351,0.6099999999999995,1.3999999999999992,0.4500000000000003,0.6200000000000009,0.01000000000000012,0.18518518518518517,94705.883,0
21904834,25,2.1276114,9.2390404,68213238.113112,0.0034200000000000003,0.46,0.21000000000000008,0.17999999999999994,0.23,0.05999999999999997,0.289276376164275,94705.883,0
21904834,27,1.6372205,9.2390404,290509515.6012,9.300000000000021e-4,0.2900000000000001,0.7799999999999997,0.7699999999999989,0.2799999999999998,0.040000000000000174,0.16666668188400788,315972.22,524970.19
21904834,25,2.1276114,9.2390404,290509515.6012,0.0028100000000000004,0.23999999999999994,0.35,0.37,0.66,0.1900000000000001,0.2749999840217917,315972.22,524970.19
