1955,3,631172,1955,3,631172
1954,2,270759,1954,2,270759
1951,2,544115,1951,2,544115
1940,1,462188,1940,1,462188
1948,3,142641,1948,3,142641
1978,1,52616,1978,1,52616
1989,3,295489,1989,3,295489
1981,3,296704,1981,3,296704
1946,2,294040,1946,2,294040
1945,3,343234,1945,3,343234
1956,3,384477,1956,3,384477
1937,3,473927,1937,3,473927
1965,3,205868,1965,3,205868
1947,3,380776,1947,3,380776
1973,2,178215,1973,2,178215
1956,2,501588,1956,2,501588
1940,3,240178,1940,3,240178
1968,1,766990,1968,1,766990
1955,1,382295,1955,1,382295
1949,2,488518,1949,2,488518
1957,3,308305,1957,3,308305
1974,1,415504,1974,1,415504
1973,3,377348,1973,3,377348
1943,2,195895,1943,2,195895
1935,3,521979,1935,3,521979
1966,3,510488,1966,3,510488
1958,3,466592,1958,3,466592
1932,3,455715,1932,3,455715
1967,3,131667,1967,3,131667
1986,1,281534,1986,1,281534
1991,2,224917,1991,2,224917
1939,2,145802,1939,2,145802
1982,2,206381,1982,2,206381
1960,1,280544,1960,1,280544
1935,3,149014,1935,3,149014
1992,3,224166,1992,3,224166
1955,3,193631,1955,3,193631
1945,3,426798,1945,3,426798
1936,2,283529,1936,2,283529
1988,3,742067,1988,3,742067
1979,1,261815,1979,1,261815
1979,1,753371,1979,1,753371
1932,1,104629,1932,1,104629
1954,1,145852,1954,1,145852
1959,3,224050,1959,3,224050
1955,3,359307,1955,3,359307
1965,1,144694,1965,1,144694
1941,2,164084,1941,2,164084
1959,2,278419,1959,2,278419
1953,3,123686,1953,3,123686
1936,3,253637,1936,3,253637
1931,3,231184,1931,3,231184
1985,3,254422,1985,3,254422
1984,2,348807,1984,2,348807
1980,2,112885,1980,2,112885
1982,2,179871,1982,2,179871
1968,1,772408,1968,1,772408
1948,1,473104,1948,1,473104
1957,2,191019,1957,2,191019
1946,1,314842,1946,1,314842
1982,2,156372,1982,2,156372
1936,2,384625,1936,2,384625
1931,3,138551,1931,3,138551
1951,3,297783,1951,3,297783
1950,1,588539,1950,1,588539
1991,1,268037,1991,1,268037
1985,3,314291,1985,3,314291
1929,1,409658,1929,1,409658
1947,3,113496,1947,3,113496
1987,2,771696,1987,2,771696
1967,1,696141,1967,1,696141
1964,2,528700,1964,2,528700
1982,1,245485,1982,1,245485
1969,3,276891,1969,3,276891
1987,1,415079,1987,1,415079
1985,3,305929,1985,3,305929
1952,2,113694,1952,2,113694
1947,1,181201,1947,1,181201
1970,2,400566,1970,2,400566
1989,2,335192,1989,2,335192
1936,3,213866,1936,3,213866
1970,1,329121,1970,1,329121
1982,2,161177,1982,2,161177
1948,1,285330,1948,1,285330
1989,2,813957,1989,2,813957
1989,3,469894,1989,3,469894
1966,2,207644,1966,2,207644
1973,2,224803,1973,2,224803
1939,3,481802,1939,3,481802
1962,3,491158,1962,3,491158
1951,1,236551,1951,1,236551
1964,2,409258,1964,2,409258
1935,2,305143,1935,2,305143
1962,3,222897,1962,3,222897
1954,3,268670,1954,3,268670
1963,2,253653,1963,2,253653
1987,3,131466,1987,3,131466
1988,3,133235,1988,3,133235
1941,2,264469,1941,2,264469
1962,3,242974,1962,3,242974
1966,3,167442,1966,3,167442
1988,2,252252,1988,2,252252
1986,3,394999,1986,3,394999
1973,2,483079,1973,2,483079
1955,2,911001,1955,2,911001
1990,3,203780,1990,3,203780
1991,3,265286,1991,3,265286
1991,2,433755,1991,2,433755
1952,3,379481,1952,3,379481
1937,1,105833,1937,1,105833
1948,1,561586,1948,1,561586
1943,3,347218,1943,3,347218
1952,3,133085,1952,3,133085
1966,3,355853,1966,3,355853
1972,1,121496,1972,1,121496
1992,3,373797,1992,3,373797
1964,3,261481,1964,3,261481
1968,3,404655,1968,3,404655
1950,3,221751,1950,3,221751
1976,1,128537,1976,1,128537
1989,3,414711,1989,3,414711
1930,2,259730,1930,2,259730
1958,1,536808,1958,1,536808
1988,1,261642,1988,1,261642
1970,1,125363,1970,1,125363
1952,3,257240,1952,3,257240
1951,3,443814,1951,3,443814
1950,1,674458,1950,1,674458
1976,2,374761,1976,2,374761
1981,1,214197,1981,1,214197
1951,3,489552,1951,3,489552
1970,3,530088,1970,3,530088
1969,3,271037,1969,3,271037
1943,3,111523,1943,3,111523
1946,1,584320,1946,1,584320
1937,1,363907,1937,1,363907
1979,3,276980,1979,3,276980
1962,1,126583,1962,1,126583
1968,1,201848,1968,1,201848
1936,2,227614,1936,2,227614
1974,3,451761,1974,3,451761
1965,2,628042,1965,2,628042
1957,3,424762,1957,3,424762
1991,3,157198,1991,3,157198
1955,3,426671,1955,3,426671
1954,2,297130,1954,2,297130
1990,2,324842,1990,2,324842
1983,2,599185,1983,2,599185
1975,2,213895,1975,2,213895
1989,3,386456,1989,3,386456
1941,2,207518,1941,2,207518
1982,3,358860,1982,3,358860
1975,1,206315,1975,1,206315
1951,1,362358,1951,1,362358
1982,2,472927,1982,2,472927
1970,1,581780,1970,1,581780
1962,2,422063,1962,2,422063
1956,1,112373,1956,1,112373
1949,3,105457,1949,3,105457
1930,1,194248,1930,1,194248
1987,1,336461,1987,1,336461
1983,1,61183,1983,1,61183
1941,3,144874,1941,3,144874
1992,3,662460,1992,3,662460
1988,1,565653,1988,1,565653
1940,3,611562,1940,3,611562
1988,3,221393,1988,3,221393
1956,1,236190,1956,1,236190
1972,2,433098,1972,2,433098
1946,2,147343,1946,2,147343
1966,3,379567,1966,3,379567
1960,3,143926,1960,3,143926
1962,1,193823,1962,1,193823
1949,3,202516,1949,3,202516
1935,1,97922,1935,1,97922
1948,3,213444,1948,3,213444
1987,3,381616,1987,3,381616
1947,2,162322,1947,2,162322
1957,3,135114,1957,3,135114
1954,2,64903,1954,2,64903
1932,3,746477,1932,3,746477
1947,3,401290,1947,3,401290
1964,1,298083,1964,1,298083
1942,3,53669,1942,3,53669
1990,3,219583,1990,3,219583
1968,3,448078,1968,3,448078
1968,3,410582,1968,3,410582
1977,1,254400,1977,1,254400
1941,1,662407,1941,1,662407
1954,1,177590,1954,1,177590
1979,3,447867,1979,3,447867
1980,2,361007,1980,2,361007
1960,3,233207,1960,3,233207
1942,1,650262,1942,1,650262
1971,3,299418,1971,3,299418
1940,2,102586,1940,2,102586
1982,3,542348,1982,3,542348
1972,1,253108,1972,1,253108
1939,2,162716,1939,2,162716
1988,3,280530,1988,3,280530
1945,3,187233,1945,3,187233
1933,1,248374,1933,1,248374
1938,3,513054,1938,3,513054
1933,3,132838,1933,3,132838
1976,3,449351,1976,3,449351
1936,2,190909,1936,2,190909
1953,1,231602,1953,1,231602
1968,1,417940,1968,1,417940
1958,3,111661,1958,3,111661
1939,3,154836,1939,3,154836
1988,1,51470,1988,1,51470
1947,2,148596,1947,2,148596
1944,1,239660,1944,1,239660
1944,2,454907,1944,2,454907
1987,2,181494,1987,2,181494
1937,1,147841,1937,1,147841
1979,3,189096,1979,3,189096
1955,1,105406,1955,1,105406
1990,2,343535,1990,2,343535
1973,3,246321,1973,3,246321
1933,3,748116,1933,3,748116
1972,3,363653,1972,3,363653
1967,3,622167,1967,3,622167
1950,1,588966,1950,1,588966
1981,1,432546,1981,1,432546
1936,2,294467,1936,2,294467
1935,2,520436,1935,2,520436
1952,2,354843,1952,2,354843
1972,3,518388,1972,3,518388
1954,3,125710,1954,3,125710
1938,2,184829,1938,2,184829
1982,1,359143,1982,1,359143
1969,3,117097,1969,3,117097
1949,3,234854,1949,3,234854
1979,2,419103,1979,2,419103
1946,1,288566,1946,1,288566
1932,2,130683,1932,2,130683
1984,2,505393,1984,2,505393
1959,2,174344,1959,2,174344
1945,1,152039,1945,1,152039
1990,1,278277,1990,1,278277
1939,3,118597,1939,3,118597
1947,2,244113,1947,2,244113
1975,1,402901,1975,1,402901
1941,3,85987,1941,3,85987
1937,2,359211,1937,2,359211
1937,3,77428,1937,3,77428
1961,2,451860,1961,2,451860
1940,2,482231,1940,2,482231
1933,1,611857,1933,1,611857
1967,1,100426,1967,1,100426
1935,2,274549,1935,2,274549
1984,2,195734,1984,2,195734
1973,1,539379,1973,1,539379
1970,3,225184,1970,3,225184
1944,1,482700,1944,1,482700
1957,3,417688,1957,3,417688
1955,3,226175,1955,3,226175
1952,3,136988,1952,3,136988
1937,3,383848,1937,3,383848
1949,1,288078,1949,1,288078
1952,1,206494,1952,1,206494
1955,1,301593,1955,1,301593
1951,1,625643,1951,1,625643
1983,3,583517,1983,3,583517
1937,2,315763,1937,2,315763
1940,3,196636,1940,3,196636
1967,1,156298,1967,1,156298
1967,2,136474,1967,2,136474
1934,2,424557,1934,2,424557
1960,2,572518,1960,2,572518
1947,1,391241,1947,1,391241
1936,2,562708,1936,2,562708
1974,2,470754,1974,2,470754
1981,3,234445,1981,3,234445
1947,1,150550,1947,1,150550
1964,1,218285,1964,1,218285
1968,1,328059,1968,1,328059
1992,3,282763,1992,3,282763
1948,2,112590,1948,2,112590
1962,3,311557,1962,3,311557
1929,2,561409,1929,2,561409
1980,2,264025,1980,2,264025
1945,1,1015552,1945,1,1015552
1937,3,148589,1937,3,148589
1988,2,137248,1988,2,137248
1972,1,126562,1972,1,126562
1985,3,91065,1985,3,91065
1979,3,586412,1979,3,586412
1936,3,227430,1936,3,227430
1983,3,203563,1983,3,203563
1982,2,383864,1982,2,383864
1979,3,374976,1979,3,374976
1958,2,117739,1958,2,117739
1964,1,235904,1964,1,235904
1964,2,186330,1964,2,186330
1944,1,327807,1944,1,327807
1946,3,128880,1946,3,128880
1953,3,254487,1953,3,254487
1965,3,330217,1965,3,330217
1975,2,120251,1975,2,120251
1971,1,361260,1971,1,361260
1988,3,214434,1988,3,214434
1982,1,334927,1982,1,334927
1936,1,160862,1936,1,160862
1992,2,290612,1992,2,290612
1984,2,325132,1984,2,325132
1960,2,484060,1960,2,484060
1985,3,232055,1985,3,232055
1941,1,273690,1941,1,273690
1958,3,125609,1958,3,125609
1952,2,922891,1952,2,922891
1968,3,264536,1968,3,264536
1938,3,291765,1938,3,291765
1958,1,409274,1958,1,409274
1978,3,191025,1978,3,191025
1977,2,515171,1977,2,515171
1980,2,118487,1980,2,118487
1939,1,741467,1939,1,741467
1990,1,360080,1990,1,360080
1962,1,226852,1962,1,226852
1978,2,229476,1978,2,229476
1943,1,495218,1943,1,495218
1952,1,147260,1952,1,147260
1990,3,450800,1990,3,450800
1990,3,199323,1990,3,199323
1931,1,128589,1931,1,128589
1942,2,228998,1942,2,228998
1966,3,774596,1966,3,774596
1933,2,192245,1933,2,192245
1947,3,169585,1947,3,169585
1969,1,341718,1969,1,341718
1969,3,462348,1969,3,462348
1939,1,186681,1939,1,186681
1964,3,97606,1964,3,97606
1944,3,433496,1944,3,433496
1987,2,183962,1987,2,183962
1941,1,253657,1941,1,253657
1942,1,598487,1942,1,598487
1942,3,478390,1942,3,478390
1985,1,247554,1985,1,247554
1943,1,115065,1943,1,115065
1932,3,285625,1932,3,285625
1930,2,822178,1930,2,822178
1988,3,530789,1988,3,530789
1951,2,551554,1951,2,551554
1962,2,645313,1962,2,645313
1967,3,379762,1967,3,379762
1986,1,598270,1986,1,598270
1951,1,256109,1951,1,256109
1943,1,780334,1943,1,780334
1942,3,326848,1942,3,326848
1941,2,161536,1941,2,161536
1952,2,339950,1952,2,339950
1972,3,635812,1972,3,635812
1940,3,526220,1940,3,526220
1983,2,112082,1983,2,112082
1951,1,662529,1951,1,662529
1965,2,193647,1965,2,193647
1969,3,378856,1969,3,378856
1962,3,61106,1962,3,61106
1964,3,347751,1964,3,347751
1953,1,161632,1953,1,161632
1957,1,351963,1957,1,351963
1972,3,277121,1972,3,277121
1992,1,509422,1992,1,509422
1964,1,176235,1964,1,176235
1960,3,200450,1960,3,200450
1957,2,146229,1957,2,146229
1971,3,308539,1971,3,308539
1980,2,215184,1980,2,215184
1954,3,338838,1954,3,338838
1943,3,156296,1943,3,156296
1962,2,551152,1962,2,551152
1944,3,550495,1944,3,550495
1937,2,137137,1937,2,137137
1973,3,417431,1973,3,417431
1943,3,442512,1943,3,442512
1936,3,305822,1936,3,305822
1990,1,609138,1990,1,609138
1971,2,427894,1971,2,427894
1978,2,219350,1978,2,219350
1963,1,270569,1963,1,270569
1959,1,461075,1959,1,461075
1970,2,410282,1970,2,410282
1965,3,101763,1965,3,101763
1982,3,540020,1982,3,540020
1931,1,511073,1931,1,511073
1937,3,635262,1937,3,635262
1932,3,117714,1932,3,117714
1935,3,583828,1935,3,583828
1949,2,424194,1949,2,424194
1947,3,288812,1947,3,288812
1944,3,256867,1944,3,256867
1986,2,236525,1986,2,236525
1957,2,261639,1957,2,261639
1947,1,663679,1947,1,663679
1989,2,273195,1989,2,273195
1982,3,559482,1982,3,559482
1981,3,539533,1981,3,539533
1941,2,352041,1941,2,352041
1941,2,570873,1941,2,570873
1970,1,126655,1970,1,126655
1941,2,200655,1941,2,200655
1975,1,296800,1975,1,296800
1991,1,642395,1991,1,642395
1982,3,127812,1982,3,127812
1944,2,681920,1944,2,681920
1950,3,186691,1950,3,186691
1934,3,576246,1934,3,576246
1970,1,278796,1970,1,278796
1987,3,191405,1987,3,191405
1949,1,506574,1949,1,506574
1942,2,276834,1942,2,276834
1984,3,83817,1984,3,83817
1988,2,176923,1988,2,176923
1983,3,145569,1983,3,145569
1934,2,439020,1934,2,439020
1956,2,411536,1956,2,411536
1961,2,206162,1961,2,206162
1959,1,133445,1959,1,133445
1969,3,251276,1969,3,251276
1940,3,467322,1940,3,467322
1983,2,317179,1983,2,317179
1975,3,160990,1975,3,160990
1974,2,120927,1974,2,120927
1941,3,451313,1941,3,451313
1985,2,623018,1985,2,623018
1987,3,399818,1987,3,399818
1934,2,540656,1934,2,540656
1976,2,136047,1976,2,136047
1983,3,801767,1983,3,801767
1932,2,339989,1932,2,339989
1987,3,137364,1987,3,137364
1952,1,855261,1952,1,855261
1942,2,486439,1942,2,486439
1946,2,218856,1946,2,218856
1936,1,248818,1936,1,248818
1988,3,226757,1988,3,226757
1963,1,190649,1963,1,190649
1943,1,537543,1943,1,537543
1962,2,716703,1962,2,716703
1989,2,258180,1989,2,258180
1951,1,225712,1951,1,225712
1936,1,535158,1936,1,535158
1985,1,515250,1985,1,515250
1965,1,205355,1965,1,205355
1972,1,340984,1972,1,340984
1947,2,163135,1947,2,163135
1943,2,234838,1943,2,234838
1937,3,504862,1937,3,504862
1929,2,179408,1929,2,179408
1971,3,101135,1971,3,101135
1970,1,773663,1970,1,773663
1966,3,221594,1966,3,221594
1972,3,95228,1972,3,95228
1944,3,287596,1944,3,287596
1954,3,339508,1954,3,339508
1991,1,759533,1991,1,759533
1933,1,425318,1933,1,425318
1953,2,676918,1953,2,676918
1977,3,295076,1977,3,295076
1992,2,552606,1992,2,552606
1929,2,266397,1929,2,266397
1952,3,214870,1952,3,214870
1976,2,150399,1976,2,150399
1983,3,304964,1983,3,304964
1943,3,100878,1943,3,100878
1936,1,310041,1936,1,310041
1991,1,74339,1991,1,74339
1984,1,91395,1984,1,91395
1933,2,251998,1933,2,251998
1947,3,678574,1947,3,678574
1964,2,300497,1964,2,300497
1944,3,369700,1944,3,369700
1981,1,461551,1981,1,461551
1956,2,565099,1956,2,565099
1991,3,199272,1991,3,199272
1989,3,361246,1989,3,361246
1984,3,196008,1984,3,196008
1959,2,295281,1959,2,295281
1974,1,599441,1974,1,599441
1963,3,399268,1963,3,399268
1985,1,364245,1985,1,364245
1987,2,225756,1987,2,225756
1945,1,472624,1945,1,472624
1960,3,280832,1960,3,280832
1945,1,125816,1945,1,125816
1934,1,245819,1934,1,245819
1967,1,111354,1967,1,111354
1941,3,497241,1941,3,497241
1983,2,584278,1983,2,584278
1987,1,216064,1987,1,216064
1938,2,519655,1938,2,519655
1977,2,148095,1977,2,148095
1934,3,720379,1934,3,720379
1986,3,357731,1986,3,357731
1988,1,239628,1988,1,239628
1936,2,696341,1936,2,696341
1992,3,176037,1992,3,176037
1992,1,102757,1992,1,102757
1971,1,493861,1971,1,493861
1985,1,316619,1985,1,316619
1950,2,187313,1950,2,187313
1960,3,344530,1960,3,344530
1967,1,326338,1967,1,326338
1974,3,271971,1974,3,271971
1938,2,255422,1938,2,255422
1958,2,162553,1958,2,162553
1978,3,515606,1978,3,515606
1974,2,412957,1974,2,412957
1967,3,251384,1967,3,251384
1930,2,97614,1930,2,97614
1967,1,193130,1967,1,193130
1971,3,538713,1971,3,538713
1967,2,240219,1967,2,240219
1970,2,447709,1970,2,447709
1936,3,107108,1936,3,107108
1954,2,617770,1954,2,617770
1980,3,412742,1980,3,412742
1957,2,184751,1957,2,184751
1969,3,175122,1969,3,175122
1938,1,161259,1938,1,161259
1949,3,651201,1949,3,651201
1939,3,289735,1939,3,289735
1989,1,219389,1989,1,219389
1964,3,259427,1964,3,259427
1929,2,340612,1929,2,340612
1981,2,177241,1981,2,177241
1985,3,562463,1985,3,562463
1984,1,293270,1984,1,293270
1992,3,719115,1992,3,719115
1931,3,157768,1931,3,157768
1932,3,419033,1932,3,419033
1987,3,144439,1987,3,144439
1974,3,406333,1974,3,406333
1981,3,512962,1981,3,512962
1970,1,693414,1970,1,693414
1929,3,257740,1929,3,257740
1991,1,489880,1991,1,489880
1937,3,236826,1937,3,236826
1931,1,280561,1931,1,280561
1951,2,280906,1951,2,280906
1967,2,523824,1967,2,523824
1965,2,237434,1965,2,237434
1978,1,105719,1978,1,105719
1965,3,188685,1965,3,188685
1987,2,219213,1987,2,219213
1976,2,569108,1976,2,569108
1983,3,232945,1983,3,232945
1935,2,824881,1935,2,824881
1959,1,270679,1959,1,270679
1929,2,388029,1929,2,388029
1990,2,392426,1990,2,392426
1956,2,679634,1956,2,679634
1969,1,244670,1969,1,244670
1973,3,694773,1973,3,694773
1987,3,88263,1987,3,88263
1961,1,88082,1961,1,88082
1991,3,663245,1991,3,663245
1990,1,576737,1990,1,576737
1957,1,70315,1957,1,70315
1945,3,388343,1945,3,388343
1970,1,162983,1970,1,162983
1985,1,441512,1985,1,441512
1949,2,424959,1949,2,424959
1947,2,257122,1947,2,257122
1934,2,252207,1934,2,252207
1949,1,793826,1949,1,793826
1986,1,766270,1986,1,766270
1951,2,113723,1951,2,113723
1988,2,322310,1988,2,322310
1941,2,234877,1941,2,234877
1944,1,306222,1944,1,306222
1986,2,379348,1986,2,379348
1947,3,212422,1947,3,212422
1968,1,114660,1968,1,114660
1953,3,732193,1953,3,732193
1953,2,518008,1953,2,518008
1933,1,162407,1933,1,162407
1970,3,328019,1970,3,328019
1954,1,213255,1954,1,213255
1982,1,232656,1982,1,232656
1956,3,540373,1956,3,540373
1961,2,398066,1961,2,398066
1956,3,377844,1956,3,377844
1968,3,744072,1968,3,744072
1931,1,197421,1931,1,197421
1965,2,183742,1965,2,183742
1949,1,331894,1949,1,331894
1934,2,589069,1934,2,589069
1989,3,734460,1989,3,734460
1980,2,257635,1980,2,257635
1972,1,325631,1972,1,325631
1988,3,538155,1988,3,538155
1963,2,470970,1963,2,470970
1973,2,250057,1973,2,250057
1988,1,301504,1988,1,301504
1939,1,531705,1939,1,531705
1966,3,214009,1966,3,214009
1959,2,500381,1959,2,500381
1930,3,257757,1930,3,257757
1938,2,409396,1938,2,409396
1967,3,612028,1967,3,612028
1983,2,399312,1983,2,399312
1944,3,435573,1944,3,435573
1949,3,228190,1949,3,228190
1985,1,288819,1985,1,288819
1952,2,460699,1952,2,460699
1958,2,718859,1958,2,718859
1985,2,401488,1985,2,401488
1977,3,183470,1977,3,183470
1977,2,187365,1977,2,187365
1980,2,273841,1980,2,273841
1944,3,359650,1944,3,359650
1931,2,587169,1931,2,587169
1937,2,217714,1937,2,217714
1971,3,396210,1971,3,396210
1988,3,325235,1988,3,325235
1984,2,152998,1984,2,152998
1952,1,177659,1952,1,177659
1958,1,183240,1958,1,183240
1979,2,521410,1979,2,521410
1978,1,422623,1978,1,422623
1933,1,79445,1933,1,79445
1992,2,519782,1992,2,519782
1937,3,103940,1937,3,103940
1965,3,54046,1965,3,54046
1965,2,452786,1965,2,452786
1976,2,309124,1976,2,309124
1960,3,684479,1960,3,684479
1949,3,218458,1949,3,218458
1941,3,176075,1941,3,176075
1938,1,167819,1938,1,167819
1969,2,132606,1969,2,132606
1984,3,338587,1984,3,338587
1978,3,97943,1978,3,97943
1968,3,149710,1968,3,149710
1986,1,277024,1986,1,277024
1977,1,410832,1977,1,410832
1964,3,564314,1964,3,564314
1948,3,671622,1948,3,671622
1946,1,466123,1946,1,466123
1945,1,133494,1945,1,133494
1949,1,322275,1949,1,322275
1944,3,225785,1944,3,225785
1982,3,388610,1982,3,388610
1949,3,208069,1949,3,208069
1968,3,108474,1968,3,108474
1978,3,204743,1978,3,204743
1972,1,372471,1972,1,372471
1931,1,193667,1931,1,193667
1933,3,400175,1933,3,400175
1981,3,91695,1981,3,91695
1987,1,443488,1987,1,443488
1950,3,227865,1950,3,227865
1991,2,641576,1991,2,641576
1940,2,139462,1940,2,139462
1933,3,619818,1933,3,619818
1973,3,522469,1973,3,522469
1992,3,303437,1992,3,303437
1976,3,315626,1976,3,315626
1948,3,157853,1948,3,157853
1963,1,358125,1963,1,358125
1991,1,416433,1991,1,416433
1986,3,141983,1986,3,141983
1975,1,433319,1975,1,433319
1956,2,225006,1956,2,225006
1986,1,436597,1986,1,436597
1943,2,91518,1943,2,91518
1972,2,406063,1972,2,406063
1935,2,327672,1935,2,327672
1939,2,255501,1939,2,255501
1945,3,607325,1945,3,607325
1992,3,353444,1992,3,353444
1931,3,285035,1931,3,285035
1981,3,591975,1981,3,591975
1961,2,261248,1961,2,261248
1981,2,187977,1981,2,187977
1957,3,186645,1957,3,186645
1983,1,592445,1983,1,592445
1930,3,251352,1930,3,251352
1986,3,269109,1986,3,269109
1990,1,586604,1990,1,586604
1971,2,120185,1971,2,120185
1970,3,141717,1970,3,141717
1957,2,510986,1957,2,510986
1945,3,435601,1945,3,435601
1929,3,449890,1929,3,449890
1992,1,712461,1992,1,712461
1941,3,366220,1941,3,366220
1979,1,431908,1979,1,431908
1951,1,315034,1951,1,315034
1936,2,574885,1936,2,574885
1970,3,451569,1970,3,451569
1930,3,463943,1930,3,463943
